City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
186,Krasnokamensk,RU,2021-03-04 20:06:18,50.0979,118.0369,245.87,78,0,2.03
187,Broome,US,2021-03-04 20:06:18,42.2506,-75.833,270.37,54,20,8.75
188,Goure,NE,2021-03-04 20:06:18,13.9835,10.2704,300.93,10,0,3.13
189,Georgetown,MY,2021-03-04 20:01:19,5.4112,100.3354,300.15,89,20,1.03
190,Saskylakh,RU,2021-03-04 20:06:19,71.9167,114.0833,236.77,81,88,2.72
191,Mathbaria,BD,2021-03-04 20:06:19,22.2876,89.9593,293.7,92,0,2.63
192,Werota,ET,2021-03-04 20:06:19,11.9167,37.7,297.11,34,97,4.92
193,Chokurdakh,RU,2021-03-04 20:06:20,70.6333,147.9167,249.4,90,100,9.94
194,Sorgun,TR,2021-03-04 20:06:20,39.8101,35.186,273.54,85,0,1.3
195,Bredasdorp,ZA,2021-03-04 20:06:20,-34.5322,20.0403,288.15,100,50,0.51
196,Sitka,US,2021-03-04 20:06:20,57.0531,-135.33,276.15,81,75,2.57
197,Grand Gaube,MU,2021-03-04 20:06:21,-20.0064,57.6608,297.59,81,49,0.45
198,Savannah Bight,HN,2021-03-04 20:06:21,16.45,-85.85,301.15,69,75,1.54
199,Dafeng,CN,2021-03-04 20:06:21,23.4517,108.5881,290.54,89,100,1.58
200,Sao Filipe,CV,2021-03-04 20:06:21,14.8961,-24.4956,294.92,75,83,8.39
201,Paamiut,GL,2021-03-04 20:06:22,61.994,-49.6678,278.83,56,100,3.83
202,Axim,GH,2021-03-04 20:03:17,4.8699,-2.2405,300.22,87,1,3.86
203,Ancud,CL,2021-03-04 20:03:21,-41.8697,-73.8203,296.15,46,0,3.6
204,Indramayu,ID,2021-03-04 20:06:22,-6.3264,108.32,298.69,79,100,1.83
205,Yining,CN,2021-03-04 20:06:23,29.0361,114.5636,284.88,89,56,0.38
206,Polson,US,2021-03-04 20:06:23,47.6936,-114.1632,283.71,48,47,0.45
207,Taoudenni,ML,2021-03-04 20:06:23,22.6783,-3.9836,296.14,19,0,4.98
208,Oum Hadjer,TD,2021-03-04 20:06:24,13.2954,19.6966,300.11,16,0,5.78
209,Moose Factory,CA,2021-03-04 20:06:24,51.2585,-80.6094,258.15,39,1,7.2
210,Te Anau,NZ,2021-03-04 20:06:24,-45.4167,167.7167,282.22,89,100,0.46
211,Hambantota,LK,2021-03-04 20:06:24,6.1241,81.1185,296.7,80,0,4.97
212,Clyde River,CA,2021-03-04 20:03:57,70.4692,-68.5914,245.15,76,20,4.63
213,Nouadhibou,MR,2021-03-04 20:06:25,20.931,-17.0347,292.15,68,100,9.77
214,Ostersund,SE,2021-03-04 20:01:30,63.1792,14.6357,269.26,86,100,5.14
215,Kargopol,RU,2021-03-04 20:06:25,61.5071,38.9456,263.4,94,90,3.03
216,Nalchiti,BD,2021-03-04 20:06:26,22.6333,90.2833,293.33,93,0,2.93
217,Alice Springs,AU,2021-03-04 20:06:26,-23.7,133.8833,295.15,21,0,2.57
218,Kaitangata,NZ,2021-03-04 20:01:52,-46.2817,169.8464,285.93,59,100,2.85
219,Walvis Bay,NA,2021-03-04 20:06:27,-22.9575,14.5053,300.1,36,0,7.69
220,Cabo San Lucas,MX,2021-03-04 20:06:27,22.8909,-109.9124,300.93,31,75,1.54
221,Yeppoon,AU,2021-03-04 20:06:27,-23.1333,150.7333,294.15,78,79,2.57
222,Vernon,CA,2021-03-04 20:06:28,50.2581,-119.2691,282.59,65,100,1.03
223,Bambanglipuro,ID,2021-03-04 20:06:28,-7.95,110.2833,298.23,85,99,1.36
224,Bulawayo,ZW,2021-03-04 20:06:28,-20.15,28.5833,290.68,68,1,2.56
225,Kruisfontein,ZA,2021-03-04 20:06:29,-34.0033,24.7314,293.71,85,52,1.34
226,Flinders,AU,2021-03-04 20:06:29,-34.5833,150.8552,290.93,81,3,0.45
227,Dikson,RU,2021-03-04 20:06:29,73.5069,80.5464,238.75,87,3,5.99
228,Preobrazheniye,RU,2021-03-04 20:06:30,42.9019,133.9064,273.62,93,0,2.29
229,Shingu,JP,2021-03-04 20:06:30,33.7333,135.9833,285.96,80,100,4.98
230,Pedasi,PA,2021-03-04 20:06:30,7.5333,-80.0333,301.42,64,29,6.94
231,East London,ZA,2021-03-04 20:06:30,-33.0153,27.9116,296.14,75,65,1.51
232,San Francisco,US,2021-03-04 20:04:54,37.7749,-122.4194,287.59,62,20,3.09
233,Brae,GB,2021-03-04 20:06:31,60.3964,-1.353,275.15,69,90,3.6
234,Kysyl-Syr,RU,2021-03-04 20:06:31,63.8986,122.7617,236.66,82,6,2.4
235,Makaha,US,2021-03-04 20:06:32,21.4694,-158.2175,298.15,73,75,3.09
236,Passo De Camaragibe,BR,2021-03-04 20:06:32,-9.2368,-35.4901,300.15,78,40,5.14
237,Half Moon Bay,US,2021-03-04 20:06:32,37.4636,-122.4286,288.71,71,40,4.12
238,Sorland,NO,2021-03-04 20:06:32,67.667,12.6934,272.15,93,40,5.14
239,Oussouye,SN,2021-03-04 20:06:33,12.485,-16.5469,304.15,69,0,2.06
240,Havelock,US,2021-03-04 20:06:33,34.8791,-76.9013,293.15,24,1,7.2
241,Constitucion,CL,2021-03-04 20:06:34,-35.3333,-72.4167,295.52,59,0,8.17
242,Victoria,HK,2021-03-04 20:06:34,22.2855,114.1577,293.15,90,99,0.45
243,Ivankiv,UA,2021-03-04 20:06:34,50.9386,29.8943,280.15,70,83,5.0
244,Saint-Georges,GD,2021-03-04 20:06:34,12.0564,-61.7485,302.15,70,40,9.77
245,Chulumani,BO,2021-03-04 20:06:35,-16.4096,-67.5263,297.04,82,33,1.55
246,Port Hawkesbury,CA,2021-03-04 20:06:35,45.6169,-61.3485,277.15,44,1,8.75
247,Isla Vista,US,2021-03-04 20:06:35,34.4133,-119.861,289.82,55,20,3.09
248,Ararat,AM,2021-03-04 20:06:36,39.8317,44.7049,279.15,45,40,2.57
249,Angoram,PG,2021-03-04 20:06:36,-4.0625,144.0661,295.58,98,85,1.34
250,Poum,NC,2021-03-04 20:06:36,-20.2333,164.0167,299.9,80,99,6.05
251,Tifton,US,2021-03-04 20:06:36,31.4505,-83.5085,294.82,37,1,5.66
252,Hasaki,JP,2021-03-04 20:06:37,35.7333,140.8333,280.93,100,75,1.03
253,Ordubad,AZ,2021-03-04 20:06:37,38.9059,46.0234,277.15,81,90,6.17
254,Puerto Carreno,CO,2021-03-04 20:06:37,6.189,-67.4859,306.93,37,100,1.11
255,Lorengau,PG,2021-03-04 20:06:37,-2.0226,147.2712,300.61,81,100,4.45
256,Lewistown,US,2021-03-04 20:06:38,40.5992,-77.5714,278.15,56,40,8.23
257,Riyadh,SA,2021-03-04 20:06:38,24.6877,46.7219,298.15,22,0,4.12
258,Fort Nelson,CA,2021-03-04 20:06:39,58.8053,-122.7002,259.15,72,90,1.03
259,Finale Ligure,IT,2021-03-04 20:06:39,44.1695,8.3436,285.37,75,32,1.34
260,Bambous Virieux,MU,2021-03-04 20:06:39,-20.3428,57.7575,297.59,88,20,3.09
261,Russell,US,2021-03-04 20:06:24,32.3502,-85.1999,296.15,23,1,4.12
262,Tulun,RU,2021-03-04 20:06:40,54.5611,100.5792,251.85,91,68,2.99
263,San Patricio,US,2021-03-04 20:06:40,28.017,-97.5169,297.15,53,75,5.66
264,Leningradskiy,RU,2021-03-04 20:06:40,69.3833,178.4167,256.39,92,100,14.91
265,Cayenne,GF,2021-03-04 20:04:34,4.9333,-52.3333,302.15,74,75,6.17
266,Waddan,LY,2021-03-04 20:06:41,29.1614,16.139,288.65,32,41,7.89
267,Komsomolskiy,UZ,2021-03-04 20:06:41,40.4272,71.7189,281.15,76,90,1.03
268,Tete,MZ,2021-03-04 20:06:42,-16.1564,33.5867,298.15,94,75,2.57
269,Dauriya,RU,2021-03-04 20:06:42,49.9333,116.8667,246.64,79,0,1.86
270,Cherskiy,RU,2021-03-04 20:06:42,68.75,161.3,244.65,87,99,4.25
271,Vila Franca Do Campo,PT,2021-03-04 20:02:08,37.7167,-25.4333,287.15,77,20,8.75
272,Faanui,PF,2021-03-04 20:06:42,-16.4833,-151.75,301.18,75,100,6.29
273,Ostrovnoy,RU,2021-03-04 20:06:43,68.0531,39.5131,263.21,92,100,5.7
274,Salalah,OM,2021-03-04 20:04:26,17.0151,54.0924,298.15,78,0,0.36
275,Ituporanga,BR,2021-03-04 20:06:43,-27.4144,-49.6025,299.82,96,100,5.36
276,Moshkovo,RU,2021-03-04 20:06:43,55.3053,83.6104,269.15,74,100,5.0
277,Coffs Harbour,AU,2021-03-04 20:06:44,-30.3,153.1333,292.15,72,0,5.14
278,Zvishavane,ZW,2021-03-04 20:06:44,-20.3267,30.0665,292.18,72,0,1.09
279,Ulety,RU,2021-03-04 20:06:44,51.3572,112.4849,245.96,89,0,1.25
280,Mogadishu,SO,2021-03-04 20:05:13,2.0371,45.3438,299.27,81,99,10.36
281,Talnakh,RU,2021-03-04 20:04:10,69.4865,88.3972,252.05,89,100,4.27
282,Umm Kaddadah,SD,2021-03-04 20:06:44,13.6017,26.6876,294.26,21,13,9.8
283,Khislavichi,RU,2021-03-04 20:06:45,54.1871,32.1582,270.02,97,100,2.81
284,Requena,ES,2021-03-04 20:06:45,39.4883,-1.1004,284.82,84,6,2.03
285,Sistranda,NO,2021-03-04 20:06:45,63.7256,8.834,274.15,86,75,10.29
286,Bordighera,IT,2021-03-04 20:06:45,43.7806,7.6645,284.15,87,40,2.57
287,Durban,ZA,2021-03-04 20:06:46,-29.8579,31.0292,298.15,88,20,2.57
288,Geraldton,AU,2021-03-04 20:06:46,-28.7667,114.6,293.15,88,1,3.6
289,Gazojak,TM,2021-03-04 20:06:46,41.1875,61.4036,276.8,71,0,2.52
290,Pusad,IN,2021-03-04 20:06:47,19.9,77.5833,297.45,18,0,1.76
291,Druzhba,UA,2021-03-04 20:06:47,52.0428,33.9453,273.77,96,99,4.1
292,Port-Gentil,GA,2021-03-04 20:06:48,-0.7193,8.7815,301.15,89,40,3.09
293,Trindade,BR,2021-03-04 20:06:48,-16.6494,-49.4889,299.15,73,20,1.54
294,Aqtobe,KZ,2021-03-04 20:04:34,50.2797,57.2072,269.15,86,40,12.0
